"","S1.sorted.bam","S2.sorted.bam","S3.sorted.bam","S4.sorted.bam","S5.sorted.bam","S6.sorted.bam"
"107328",162,160,154,143,155,125
"108101",15,16,12,15,16,6
"20867",6883,5502,5461,5829,5647,5118
"107227",924,833,732,909,976,782
"70494",58,35,33,37,44,31
"396184",147,109,99,120,113,90
"107260",1986,1767,1838,1732,1813,1669
"12868",1839,1409,1474,1667,1742,1481
"100861619",6,7,2,3,3,2
"70999",480,310,387,428,387,343
"104383",212,159,208,178,199,138
"13728",1387,1050,1149,1212,1207,1157
"100503986",0,0,1,0,0,0
"68229",531,432,475,439,480,400
"654802",1,2,3,3,0,1
"108899",500,409,456,507,484,370
"20168",1800,1425,1508,1632,1565,1385
"109168",504,327,350,477,357,354
"225845",1525,1240,1317,1260,1295,1267
"56072",19,17,17,15,13,3
"66727",1,0,0,0,0,0
"207151",0,0,0,0,0,0
"236149",0,0,0,0,0,0
"171405",0,0,1,0,0,0
"434674",0,0,0,0,0,0
"236293",0,0,0,0,0,0
"319800",0,0,0,0,0,0
"19879",0,0,0,0,0,0
"18399",2,0,0,0,0,0
"402757",0,0,0,1,0,0
"12669",1,1,2,1,1,0
"17254",2142,1628,1810,2205,2031,1776
"83673",325,252,250,308,249,220
"100127111",9,5,15,9,14,11
"107071",503,385,465,448,414,385
"74307",4,3,5,7,0,2
"56389",998,774,930,868,873,718
"53319",1820,1373,1389,1539,1342,1293
"66836",412,374,415,394,422,379
"67706",118,123,97,119,130,82
"225895",215,146,169,174,198,188
"100039957",8,2,2,3,4,3
"67710",935,735,749,776,831,683
"75291",31,17,20,28,25,26
"70387",710,598,581,643,539,505
"68693",4230,3152,3273,3462,3276,3005
"14704",15,14,11,10,8,8
"14705",255,144,190,197,220,175
"68852",225,136,144,216,154,143
"225896",2754,2171,2288,2303,2546,2094
"107197",252,180,231,230,259,213
"67531",2,2,1,4,2,3
"100628605",0,0,0,0,0,0
"66276",517,357,439,443,453,385
"109077",556,464,520,491,554,459
"14376",2158,1546,1680,1944,1637,1523
"100861648",0,0,0,0,0,0
"72727",859,645,741,718,742,672
"19881",157,120,125,104,113,108
"225898",256,160,217,227,198,163
"100504651",12,6,11,7,12,7
"23942",2017,1521,1648,1646,1552,1496
"70044",574,476,506,564,494,435
"67160",18248,15022,15171,15999,16153,14171
"66395",39845,25687,17554,29707,14795,25248
"22287",2,1,2,1,0,1
"66514",193,163,182,178,141,187
"621699",189,148,160,123,187,147
"623688",0,0,0,0,0,0
"16319",168,137,123,126,130,91
"14319",23045,19002,19653,22841,24141,19437
"24115",95,106,96,88,83,63
"74760",361,258,294,293,276,249
"60527",7717,6136,6268,6656,6088,6053
"56473",1012,761,761,1005,907,923
"76267",1249,842,896,1209,991,995
"14156",198,156,140,157,155,138
"69038",596,508,555,491,616,460
"225908",62,47,55,63,39,64
"269060",259,197,217,227,171,196
"54525",129,90,99,108,94,109
"278795",34,23,29,26,35,22
"67752",5,3,4,3,3,1
"66072",1052,781,741,894,843,785
"269061",1390,1073,1138,1087,1072,958
"68642",68,47,87,42,58,47
"72982",89,48,75,66,63,65
"225912",266,231,276,286,257,211
"225913",324,253,262,272,275,245
"13194",28211,22496,21964,24659,21011,21131
"71768",6,2,4,2,4,3
"75096",0,0,0,0,0,0
"58803",0,6,4,2,4,0
"107305",1385,1105,1149,1140,1149,1050
"12507",11,5,7,9,11,12
"403202",4,6,7,4,4,5
"12511",1,0,2,0,1,0
"65221",15,4,9,10,4,6
"98170",6743,5369,5776,6378,5633,5735
"68539",3836,3072,3243,3415,3427,3225
"28000",6615,5415,5416,5984,5651,5361
"22786",0,1,2,1,1,1
"14764",12,9,14,5,4,3
"108673",1579,1342,1234,1503,1413,1206
"69826",5,5,3,6,3,5
"545279",3,0,0,0,0,1
"76002",2,1,0,1,0,1
"107350",3,0,0,1,0,2
"64381",2,4,3,7,4,4
"69369",0,0,1,0,0,0
"69416",0,0,1,1,0,0
"73466",0,0,0,0,0,0
"75138",0,0,0,0,0,0
"12482",0,0,0,0,0,0
"269063",0,0,0,0,0,0
"383435",1,1,0,1,2,0
"109225",0,0,0,0,0,0
"666907",0,0,0,0,0,0
"64380",0,0,0,0,0,1
"60361",1,0,0,0,0,0
"73656",2,1,1,3,0,2
"100504727",4,2,2,1,1,0
"666926",2,0,1,2,0,2
"100502579",0,0,0,0,0,0
"69774",0,0,0,0,0,0
"66607",61,32,29,30,30,40
"68774",1,0,1,1,2,1
"14126",0,0,0,0,0,1
"170813",0,0,0,0,0,0
"225922",0,0,0,0,0,0
"170834",0,0,0,0,0,0
"225923",0,0,0,0,0,0
"14603",1,0,0,2,1,0
"94063",682,541,526,578,556,570
"20908",214,166,157,191,143,144
"258938",0,1,1,0,0,2
"258227",0,0,0,0,0,0
"257938",0,0,0,0,0,0
"258405",0,0,0,0,0,1
"225929",842,689,676,709,606,629
"76303",2889,2179,2151,2553,2195,2137
"258675",0,0,0,0,0,0
"258676",0,0,0,0,0,0
"258155",0,0,0,0,0,0
"258805",0,0,0,0,0,0
"258674",0,0,0,0,0,0
"258673",0,0,0,0,0,0
"258677",0,0,0,0,0,0
"258409",0,0,0,0,0,0
"258683",0,0,0,0,0,0
"258681",0,0,0,0,0,0
"258680",0,0,0,0,0,0
"258682",0,0,0,0,0,0
"258117",0,0,0,0,0,0
"258679",0,0,0,0,0,0
"258678",0,0,0,0,0,0
"56093",0,0,0,0,0,2
"17476",11,2,5,9,8,7
"207521",474,337,363,454,393,366
"107373",126,76,68,93,74,62
"74333",2,2,3,3,2,0
"240549",0,0,0,0,1,0
"107146",3,5,4,2,0,6
"258692",0,0,1,0,0,0
"258693",0,0,0,0,0,0
"64697",0,0,0,0,0,0
"664779",1,0,0,0,0,0
"12803",11,13,5,5,3,2
"109910",2789,2347,2089,2327,1962,1906
"107321",5,2,2,2,3,2
"258697",0,0,0,0,0,0
"258694",0,0,0,0,0,0
"258699",0,0,0,0,0,0
"258698",0,0,0,0,0,0
"433224",28,25,25,26,22,27
"258696",0,0,0,0,0,0
"258300",0,0,0,0,0,0
"258368",0,0,0,0,0,0
"258700",0,0,0,0,0,0
"258695",0,0,0,0,0,0
"258687",0,0,0,0,0,0
"258568",0,0,0,0,0,0
"667271",0,0,0,0,0,0
"258684",0,0,0,0,0,0
"258299",0,0,0,0,0,0
"258688",0,0,0,0,0,0
"258120",0,0,0,0,0,0
"258121",0,0,0,0,0,0
"258689",0,0,0,0,0,0
"258686",0,0,0,0,0,0
"258690",0,0,0,0,0,0
"258231",0,0,0,0,0,0
"258685",0,0,0,0,0,0
"258123",0,0,0,0,0,0
"258298",0,0,0,0,0,0
"258691",0,0,0,0,0,0
"404339",0,0,0,0,0,0
"258288",0,0,0,0,0,0
"258629",0,0,0,0,0,0
"258628",0,0,0,0,0,0
"258098",0,0,0,0,0,0
"258342",0,0,0,0,0,0
"258992",0,0,0,0,0,0
"258341",0,0,0,0,0,0
"258991",0,0,0,0,0,0
"258736",0,0,0,0,0,0
"258792",0,0,0,0,0,0
"258097",0,0,0,0,0,0
"258626",0,0,0,0,0,0
"258793",0,0,0,0,0,0
"258627",0,0,0,0,0,0
"258151",0,0,0,0,0,0
"21888",220,159,168,222,171,138
"107272",3074,2378,2274,2578,2416,2219
"208518",121,75,90,133,116,71
"100502653",3,2,1,0,0,0
"14682",785,579,600,729,620,576
"595139",49,66,57,44,72,51
"14675",19,4,2,3,6,4
"271564",2337,1605,1197,1868,1109,1489
"14240",0,0,0,0,0,0
"353211",8242,5857,4799,6796,3775,6142
"14537",150,96,100,150,134,137
"100502699",0,0,0,0,0,0
"54391",308,262,237,325,278,273
"18552",34,17,31,24,15,29
"20409",588,476,486,527,492,462
"225994",71,57,73,63,46,58
"67383",438,382,303,364,319,324
"225995",113,115,102,111,113,128
"225997",10,7,4,18,6,5
"225998",18,17,17,21,20,20
"16952",3551,2565,2950,3118,3050,2760
"68994",0,1,0,0,1,0
"320092",3,2,2,4,5,3
"320155",1,0,1,0,0,0
"11668",62,67,46,49,66,57
"26358",1,3,2,2,6,3
"13409",0,0,0,0,0,0
"22682",2761,2139,2288,2565,2272,2068
"14544",39,35,35,38,30,37
"66206",168,103,98,132,107,114
"226016",514,377,408,374,388,330
"83921",3592,2632,2486,2764,2156,2698
"226025",8,13,15,15,10,8
"100502872",0,0,0,0,0,0
"387200",0,0,0,0,0,0
"16601",1069,951,978,1055,974,967
"100316672",0,0,0,0,1,0
"226026",1039,774,664,889,680,662
"71738",1052,913,916,1065,876,943
"67483",5,1,3,1,0,1
"72351",177,148,75,157,100,125
"791290",255,212,137,193,139,157
"319924",43,43,33,47,39,41
"381217",241,203,228,202,195,267
"75521",0,0,0,0,0,0
"21873",162,150,166,148,172,172
"14297",121,106,125,92,123,104
"18719",170,151,184,141,143,150
"68034",310,248,268,276,257,224
"226040",172,129,159,138,127,122
"226041",7812,6061,5191,6933,5528,5565
"14237",2,0,0,2,0,0
"226043",504,367,363,417,384,383
"76088",90,77,50,82,51,83
"100042503",299,256,219,280,279,245
"107351",1623,1308,1243,1617,1249,1390
"50796",2,2,3,1,2,0
"240590",2,0,0,0,0,0
"100503074",3,0,6,2,4,1
"226049",70,67,81,60,50,74
"67155",555,443,432,494,454,432
"70942",1,0,0,1,0,0
"329047",0,0,0,0,0,0
"22359",772,687,757,801,622,680
"100042588",0,0,1,0,0,0
"240595",3,1,0,1,1,1
"52874",1353,1111,1010,1199,1122,1003
"107372",1,2,1,2,5,1
"19726",277,150,157,197,181,175
"226075",14,11,7,11,6,6
"320176",0,0,0,0,0,0
"434460",0,0,0,0,0,0
"20510",1,6,6,0,2,1
"381218",5,6,5,4,4,2
"74411",48,45,40,39,32,30
"67072",1020,839,731,860,702,699
"56248",1398,1102,1147,1229,1074,1076
"67329",2,2,3,3,1,4
"100503337",0,0,0,4,0,0
"59028",141,106,112,150,149,110
"724062",0,0,0,0,0,0
"791409",1,0,1,0,3,2
"16452",340,269,276,312,269,294
"27356",32,19,31,23,29,18
"19773",1,1,2,1,1,0
"67759",299,234,230,299,274,240
"60533",28,14,24,25,16,18
"58205",0,2,1,1,0,0
"77779",9,4,7,4,7,5
"226089",838,568,549,621,508,486
"226090",509,388,346,430,377,388
"77836",1,0,1,0,0,2
"240613",699,537,450,630,490,539
"240614",391,296,297,321,235,316
"77125",57,52,59,57,72,56
"66745",0,0,0,0,0,0
"109113",797,558,607,638,579,536
"104174",214,143,168,181,142,129
"625917",0,1,0,0,1,0
"17195",0,0,0,0,0,0
"100503233",0,0,0,0,0,0
"546723",0,0,0,0,0,0
"13380",1,1,0,0,0,0
"19091",4476,3303,2907,3625,2664,3028
"625995",1,3,1,1,0,0
"83410",871,705,676,767,727,684
"78103",2,2,6,2,1,1
"69865",2,0,0,0,0,2
"54447",205,182,139,174,156,151
"208449",792,618,580,661,638,590
"67188",30,14,29,24,24,19
"17330",1166,889,954,1088,993,983
"23972",80,69,80,105,83,83
"67979",1701,1251,1263,1475,1329,1193
"19211",1853,1227,1366,1512,1337,1317
"67795",65,69,59,69,64,56
"100628575",0,0,0,0,0,0
"628236",0,0,0,0,0,0
"381236",118,90,96,113,75,81
"668106",0,0,0,0,0,0
"668114",0,0,0,0,0,1
"100503559",13,6,9,9,6,2
"329055",0,0,0,0,0,0
"67717",2,4,2,0,3,1
"240633",3,2,2,1,2,2
"70166",0,0,0,0,1,0
"78753",0,1,2,1,2,0
"52024",0,0,0,0,0,0
"76630",652,618,584,537,579,512
"11475",27433,23489,25503,22094,22725,21278
"14102",115,95,81,98,91,79
"12642",67,38,49,82,67,60
"16889",613,395,401,551,448,458
"15958",326,236,248,353,250,284
"15959",67,57,37,94,34,109
"667373",49,39,42,36,34,31
"667370",36,25,20,47,23,55
"112419",17,12,11,16,13,6
"15957",57,42,26,90,43,89
"240638",22,26,21,27,21,24
"75735",475,332,360,341,359,356
"723826",0,0,0,0,0,0
"240641",28,16,20,33,19,18
"100316775",0,0,0,0,0,0
"15566",31,26,20,24,31,30
"54364",211,188,158,196,210,171
"107765",16020,13657,14451,14138,14038,13419
"100502583",0,0,0,0,0,0
"76073",335,271,305,315,308,306
"676676",3,5,0,2,1,1
"226098",124,93,86,111,69,100
"668215",523,515,445,522,418,472
"53412",435,402,444,425,398,418
"74493",4455,3361,3328,3706,3012,3331
"72514",32,19,41,32,41,31
"107182",1480,1057,837,1216,833,949
"208922",347,284,272,303,231,281
"319931",0,0,0,0,1,0
"69104",1529,1183,1198,1327,1321,1177
"77059",7,4,7,5,4,8
"15925",3516,2813,2682,3111,2354,2735
"16551",46,44,36,44,28,22
"15242",1,5,3,0,4,1
"107371",620,538,441,554,482,548
"546726",9,5,4,6,4,1
"13082",2,6,3,3,2,0
"226101",5511,3942,3421,4642,3100,3743
"619304",0,0,1,0,0,0
"74107",6,6,6,7,2,8
"107221",0,0,0,0,0,1
"19662",0,0,1,2,0,1
"110855",20,10,6,5,7,9
"70567",355,263,310,261,291,232
"56839",1,1,1,1,0,0
"240660",61,36,58,52,52,28
"74055",566,491,342,569,382,435
"57753",591,485,404,518,476,465
"209478",136,132,138,166,120,138
"15201",27,19,18,24,23,14
"72082",0,1,0,0,0,0
"72303",1,0,0,1,1,1
"69888",0,0,0,0,0,0
"638988",0,0,0,0,0,0
"13095",0,0,0,0,0,0
"13097",0,0,0,0,0,0
"13098",0,0,0,0,0,0
"545288",0,0,0,0,0,0
"433247",0,0,0,0,0,0
"13099",0,0,0,0,0,0
"100043108",0,0,0,0,0,0
"13096",0,0,0,0,0,0
"404195",0,0,0,0,0,0
"107141",0,0,0,0,0,0
"226105",0,0,0,0,0,0
"54132",1405,1175,1195,1264,1306,1323
"20411",7311,5696,5374,6101,4472,5256
"56454",904,621,676,835,705,679
"67590",173,127,109,149,113,106
"12495",15,8,9,19,15,14
"668310",13,9,11,11,8,8
"240665",151,124,145,165,136,123
"381223",0,0,0,0,0,0
"72672",237,182,190,239,179,185
"17060",12,15,10,13,11,5
"100502752",0,1,0,0,0,0
"100861913",0,0,0,0,0,0
"21673",6,7,11,11,11,8
"226115",2,0,0,0,0,0
"24087",9,5,5,7,4,10
"107358",5491,3994,4187,4884,4381,4113
"83490",2,2,1,1,5,0
"627352",1716,1344,1290,1459,1487,1268
"212391",166,125,106,136,65,115
"381224",199,136,82,168,79,152
"20562",164,151,170,166,142,135
"100502871",0,0,0,0,0,0
"71085",74,43,45,45,46,54
"14296",13,4,12,5,7,9
"212398",31,33,29,21,29,22
"107094",2163,1785,1614,2070,1597,1658
"18648",3330,2473,3008,3224,3222,2860
"66583",361,261,278,341,303,297
"74168",1183,1020,1083,1034,958,879
"72199",761,558,608,689,593,534
"226122",1387,1168,1146,1374,1374,1185
"56642",183,152,159,215,205,165
"67432",33,16,16,17,19,15
"66765",0,1,0,4,0,1
"226123",311,293,302,302,293,263
"84095",1229,966,933,1076,927,875
"69534",703,562,560,567,672,539
"277010",995,852,824,880,881,876
"319740",534,400,447,458,463,400
"54612",0,0,1,0,0,0
"71146",21,16,15,18,21,18
"100526549",0,0,0,0,0,0
"72832",17,9,11,4,3,4
"52013",194,149,153,174,141,131
"100861941",0,0,0,0,0,0
"67573",248,173,211,189,134,200
"74580",48,41,40,47,32,24
"100502892",0,1,0,0,0,0
"192236",103,94,79,103,88,87
"100861965",2,3,3,2,1,0
"100502913",3,3,9,5,2,5
"545291",0,0,0,0,0,0
"83674",5,4,5,4,7,1
"14718",3663,3257,3153,3144,3040,2977
"18089",0,0,0,0,0,0
"246696",171,115,146,140,158,120
"100502982",5,8,10,10,12,10
"93685",190,130,161,125,161,147
"226139",947,765,786,842,820,840
"66388",58,81,77,82,79,67
"12780",2,0,0,0,0,1
"100038628",0,2,0,0,0,0
"71972",495,381,345,493,341,333
"93721",19,10,30,18,20,17
"226143",39,23,34,21,32,25
"226144",361,235,295,293,287,279
"12675",687,622,632,585,526,544
"72502",125,96,122,127,115,94
"73689",466,355,379,403,432,360
"329064",1,0,2,1,0,0
"30049",5,7,6,7,8,4
"20250",45615,36238,34654,39607,34318,35807
"100628619",0,0,0,0,0,0
"100502995",0,1,1,0,0,0
"329065",1,1,3,4,0,2
"20249",11678,9304,8907,9589,8250,9116
"22423",0,0,0,0,0,0
"240667",63,68,71,71,51,37
"67264",2585,2121,2067,2146,2242,1948
"319594",5813,4780,4000,4875,3827,4023
"18504",0,0,0,0,3,0
"73322",0,0,0,0,0,0
"226151",1702,1152,1096,1327,1131,1140
"73894",0,0,0,0,0,1
"26456",34,24,23,17,17,16
"94067",1080,834,870,963,990,893
"226153",687,577,533,655,598,530
"226154",1084,796,990,998,1078,802
"100503041",75,51,55,61,49,49
"94280",815,591,626,617,651,560
"107250",26,25,40,32,35,27
"21908",0,0,1,0,2,1
"16814",498,466,495,563,684,494
"12234",1231,938,925,1002,956,822
"100503332",2,0,4,4,5,1
"56626",224,149,186,159,219,184
"100861983",1,0,0,0,0,0
"226162",327,246,302,284,291,277
"30838",232,208,200,211,221,212
"71232",0,0,0,0,0,0
"14179",0,0,0,0,0,0
"18150",342,264,287,296,333,255
"100861995",2,0,2,1,4,0
"76055",2960,2347,2130,2734,2293,2343
"80906",4,1,5,1,2,4
"71617",371,291,327,378,300,296
"20170",201,165,186,203,174,188
"16825",1466,1098,1234,1265,1245,1044
"226169",1217,1000,995,1118,936,987
"70769",1803,1529,1574,1744,1586,1418
"12686",35,22,30,31,31,24
"18742",178,130,165,183,196,123
"107338",3358,2566,2442,3030,2123,2435
"100503392",34,31,36,31,37,24
"18034",1309,1097,1173,1263,1127,1030
"73728",221,193,177,201,178,175
"68431",45,50,45,61,66,53
"67116",1187,909,1073,1027,1132,877
"751550",0,0,0,1,0,0
"75579",10,4,9,7,14,10
"75146",26,26,25,19,23,27
"54130",3795,2989,3006,3226,3158,2818
"24069",190,158,153,164,119,163
"100862031",118,86,109,83,99,71
"100503435",73,68,86,74,64,68
"93679",2786,2156,2396,2524,2664,2330
"56350",847,597,674,709,640,573
"94279",84,57,74,57,50,43
"226178",3119,2411,2629,2799,2522,2384
"13074",2,0,0,0,2,1
"66439",178,127,127,153,153,127
"57344",293,266,265,245,258,239
"94219",305,227,272,253,273,236
"76952",2371,1865,1802,2083,1817,2038
"226180",51,39,44,46,46,25
"71041",188,153,166,161,163,156
"226182",93,74,68,79,77,68
"66477",1886,1515,1522,1544,1621,1283
"18572",1161,802,833,1075,849,791
"72691",61,41,51,62,65,50
"546729",0,0,1,0,1,0
"18011",6253,5190,5098,5813,5460,4759
"14218",15252,11178,9744,12874,8889,10506
"108689",323,294,271,319,308,287
"100503104",4,6,11,2,6,4
"20874",3231,2529,2235,2850,2162,2495
"12821",4,5,7,9,5,3
"100503480",0,0,0,0,0,0
"67788",4285,3466,3095,3490,3238,3086
"100048534",19,12,20,17,11,14
"14873",2639,1913,2027,2516,2303,2012
"68214",41,29,17,23,28,28
"414801",1004,792,861,908,933,838
"381229",0,3,3,2,3,2
"66673",1,0,0,2,0,3
"58178",4,3,1,2,2,2
"16333",0,0,0,0,0,0
"100043450",0,0,0,0,0,0
"170750",1928,1446,1599,1657,1617,1534
"78457",0,0,0,0,0,0
"27360",208,168,141,189,168,177
"69319",2,0,0,0,0,0
"17859",336,262,336,331,340,303
"76479",869,683,732,828,745,678
"381232",1,5,2,6,4,9
"100503558",0,0,0,0,1,0
"240672",128,101,85,141,114,99
"100043462",813,658,689,693,810,655
"13006",1620,1237,1145,1359,1149,1237
"73713",2908,2136,2213,2670,2208,2197
"18569",801,664,617,639,706,589
"100503593",0,1,2,0,0,1
"100503572",646,550,492,528,563,444
"56392",1181,929,808,1024,904,912
"11551",59,36,54,48,60,25
"14732",1351,1013,917,1189,960,1022
"21684",0,1,0,0,0,0
"73707",11,9,14,8,10,7
"433256",396,310,341,396,366,370
"66980",600,499,553,548,544,506
"53611",445,326,353,369,323,366
"77594",4,6,0,2,2,1
"21416",255,200,199,206,189,178
"26930",1,0,0,0,0,1
"269094",0,0,0,1,0,0
"226243",5,1,6,3,7,4
"18175",8790,7001,6745,8464,6142,7570
"12369",86,70,64,71,94,64
"226245",3,1,3,0,4,1
"55947",135,106,108,140,115,123
"66866",603,522,380,539,404,412
"11554",0,0,0,0,0,0
"213993",700,552,395,581,426,547
"83561",10,14,7,12,4,9
"240675",0,1,0,1,2,1
"226250",100,61,67,68,66,49
"226251",7267,6012,5182,5881,4938,4804
"78120",0,0,0,0,0,0
"320879",85,48,52,37,48,49
"226252",576,466,409,533,374,392
"72133",226,142,182,217,161,170
"78073",0,1,0,0,1,0
"226255",387,295,258,324,221,273
"14585",128,84,67,86,83,79
"791347",0,0,0,0,0,0
"75645",0,0,0,0,0,0
"69055",0,0,0,0,0,0
"69060",0,1,1,0,0,0
"69166",0,0,0,0,0,0
"18946",0,0,0,0,0,0
"18947",0,0,0,0,0,0
"67507",1,0,0,0,0,0
"73442",322,252,231,277,227,231
"100526480",0,0,0,0,0,0
"100503848",0,0,0,1,0,1
"226265",4,1,2,5,1,5
"71653",7,9,5,11,10,8
"22326",0,0,0,0,0,0
"332396",0,0,0,0,0,0
"214084",63,49,66,47,63,46
"107368",1336,951,909,1146,896,1000
"329078",98,62,113,88,89,82
"13797",234,223,228,248,234,212
"72647",0,0,1,0,0,0
"100503908",0,2,0,0,0,2
"74998",356,232,252,325,202,281
"107376",0,0,2,0,2,2
"76539",527,413,412,469,416,423
"226278",0,0,0,0,0,0
"78832",1552,1219,1070,1369,1162,1081
"332397",38,37,28,48,30,37
"13669",15292,11303,11291,12920,10610,11032
"100217439",0,0,0,0,0,0
"67894",250,186,188,196,175,197
"94281",50,41,50,40,51,27
"11757",2138,1801,1813,1756,1847,1653
"14773",230,157,177,207,166,146
"414758",174,104,142,148,140,118
"633057",2,0,0,0,0,0
"12982",162,115,179,162,167,117
"100043120",0,0,0,0,1,0
"633188",0,0,0,0,0,0
"664787",0,0,0,0,0,0
"100038987",0,0,0,0,0,0
"114564",0,0,0,0,0,0
"100039029",0,0,0,0,0,0
"100041708",0,0,0,0,0,0
"546061",0,0,0,0,0,0
"100040974",0,0,0,0,0,0
"677525",0,0,0,0,0,0
"100041824",0,0,0,0,0,0
"100503923",0,0,0,0,0,0
"100041057",0,0,0,0,0,0
"671917",0,0,0,0,0,0
"100041877",0,0,0,0,0,0
"100041903",0,0,0,0,0,0
"269233",473,379,359,484,406,383
"18108",489,357,349,420,334,358
"227522",146,95,101,126,129,112
"78245",2,1,0,4,5,0
"99035",0,0,0,0,0,0
"104362",1,0,0,0,2,3
"227525",124,86,108,101,83,76
"18686",1,0,0,0,0,0
"64707",32,28,20,13,25,21
"50497",507,448,456,447,430,487
"100861945",32,24,14,27,13,20
"227526",149,113,87,121,118,88
"66540",143,116,113,122,107,112
"100038349",0,0,0,0,0,0
"73489",0,0,0,0,0,0
"209630",2586,2016,1809,2293,1721,1734
"100504349",7,6,6,9,4,6
"67229",1444,1112,1109,1129,1020,964
"209645",162,151,128,140,134,151
"109079",620,477,515,524,478,425
"16922",159,144,129,132,140,113
"100861976",0,0,0,0,0,0
"381346",1,0,1,0,0,0
"68527",2,0,0,2,1,0
"70024",5,8,12,7,1,4
"71648",495,405,470,437,435,408
"74186",23,22,16,16,9,22
"227541",73,51,40,65,68,62
"98828",1006,874,905,879,810,760
"53893",307,237,251,240,236,230
"791411",4,5,6,5,4,5
"57743",1362,1022,1078,1186,995,1017
"209692",65,39,53,55,36,32
"326622",1367,1025,968,1016,900,863
"227545",4,8,7,9,10,5
"100038358",0,0,0,0,0,0
"67856",36,37,36,38,27,31
"320132",3,4,0,2,2,4
"98910",294,228,168,218,184,202
"14007",5686,4358,4330,4878,4554,4034
"68144",11,6,12,3,7,5
"100038708",0,0,0,0,0,0
"791270",3,1,4,4,3,2
"73438",0,0,0,0,0,0
"14462",69,41,54,48,49,45
"381347",0,0,0,0,0,0
"77682",0,0,0,0,0,0
"100126244",0,0,0,0,0,0
"209361",417,309,378,403,356,310
"11949",5197,4529,4313,4638,4520,4085
"16588",298,203,249,206,243,202
"16425",34,18,22,18,22,17
"209378",3,2,1,3,2,3
"353282",66,49,42,47,37,59
"100316806",0,0,0,0,0,0
"735255",0,0,0,0,0,0
"100526482",0,0,0,0,0,0
"100124487",0,0,0,0,0,0
"100316663",0,0,0,0,0,0
"735286",0,0,0,0,0,0
"735256",0,0,0,0,0,0
"100316802",0,0,0,0,0,0
"100316770",0,0,0,0,0,0
"100124624",0,0,0,0,0,0
"100526535",0,0,0,0,0,0
"735257",0,0,0,0,0,0
"100526483",0,0,0,0,0,0
"100124642",0,0,0,0,0,0
"100526485",0,0,0,0,0,0
"100124625",0,0,0,0,0,0
"100526536",0,0,0,0,0,0
"100124626",0,0,0,0,0,0
"100526552",0,0,0,0,0,0
"100124627",0,0,0,0,0,0
"100526489",0,0,0,0,0,0
"100526553",0,0,0,0,0,0
"100526491",0,0,0,0,0,0
"100124643",0,0,0,0,0,0
"100526538",0,0,0,0,0,0
"100526554",0,0,0,0,0,0
"100124442",0,0,0,0,0,0
"100526494",0,0,0,0,0,0
"100526495",0,0,0,0,0,0
"100526539",0,0,0,0,0,0
"100124474",0,0,0,0,0,0
"100526496",0,0,0,0,0,0
"100124447",0,0,0,0,0,0
"723922",0,0,0,0,0,0
"735258",0,0,0,0,0,0
"100316701",0,0,0,0,0,0
"100526524",0,0,0,0,0,0
"100124495",0,0,0,0,0,0
"100316668",0,0,0,0,0,0
"100316831",0,0,0,0,0,0
"18761",682,525,566,632,519,560
"77543",1,0,0,0,0,0
"100503147",1,0,0,0,0,3
"170768",146,140,233,181,206,146
"100038528",0,0,0,0,0,0
"76938",1715,1464,1576,1620,1651,1406
"16184",0,1,0,0,0,0
"16169",47,31,24,23,32,22
"50755",1057,786,784,943,829,804
"320816",288,213,221,195,192,181
"241226",33,10,13,14,15,11
"338535",0,0,0,0,0,0
"100862047",0,0,0,0,0,0
"66960",237,189,187,183,204,190
"19212",270,207,224,260,218,228
"227580",50,56,47,63,61,53
"20163",1033,716,831,864,805,755
"65969",32,24,31,37,27,36
"13434",48,34,43,43,47,36
"791315",0,0,0,1,0,0
"100862060",0,0,0,0,1,0
"22352",16880,13056,13448,16540,15481,13115
"241230",2,5,0,1,0,1
"30963",1861,1675,1919,1747,1760,1626
"70957",28,21,14,28,17,13
"20844",2113,1619,1411,1677,1393,1474
"625286",20,7,16,21,17,10
"17533",57,37,34,55,32,26
"100124488",0,0,0,0,0,0
"277468",2,2,3,0,1,0
"12296",3,7,1,3,2,3
"625342",0,0,0,0,0,0
"74455",33,28,41,36,26,28
"75869",359,258,230,305,202,232
"67448",401,279,321,375,326,301
"100504058",0,0,0,0,0,0
"75069",0,0,0,0,0,0
"74103",17,10,11,9,10,11
"68231",0,0,0,0,0,0
"77940",14,6,6,12,11,9
"100034739",2,0,0,0,1,2
"72668",5,1,3,1,2,1
"17354",357,267,284,286,251,243
"641254",1,0,0,2,0,0
"13418",741,479,500,640,501,525
"100504159",0,0,0,0,0,0
"12238",1442,1083,1091,1200,1254,932
"12151",783,640,608,763,615,586
"381350",3,0,4,1,2,1
"18718",316,213,230,266,253,234
"100504170",0,0,0,0,0,0
"74629",4,0,0,3,3,3
"70882",0,0,2,0,0,0
"76467",91,89,69,80,98,68
"19213",0,0,0,0,0,0
"70909",0,1,0,0,0,3
"100041244",39,24,32,20,22,20
"71198",2627,2117,2216,2347,2503,2097
"433406",390,306,345,344,368,300
"791278",0,0,0,0,0,0
"208618",1529,1216,1106,1333,1059,1165
"71435",1778,1362,1197,1539,1149,1279
"433408",70,67,67,73,70,62
"71233",94,87,84,95,71,45
"208967",446,343,332,391,347,375
"241263",9,8,6,5,4,3
"100038625",1,1,2,3,0,0
"667663",0,0,0,0,0,0
"100041703",0,2,0,0,0,0
